,precision,recall,f1-score,support
0,0.29526462395543174,0.3241590214067278,0.30903790087463556,327.0
1,0.35714285714285715,0.034013605442176874,0.06211180124223603,147.0
2,0.23323615160349853,0.23738872403560832,0.23529411764705885,337.0
3,0.8301886792452831,0.676923076923077,0.7457627118644068,65.0
4,0.7302207284948679,0.9120717041071024,0.8110780406598397,8814.0
5,0.47384615384615386,0.49517684887459806,0.48427672955974843,311.0
6,0.0,0.0,0.0,134.0
7,0.0,0.0,0.0,137.0
8,0.0,0.0,0.0,146.0
9,0.07407407407407407,0.00510204081632653,0.009546539379474939,392.0
10,0.0,0.0,0.0,79.0
11,0.21374419173392029,0.4454638124362895,0.2888778714262106,1962.0
12,0.14285714285714285,0.01098901098901099,0.020408163265306128,91.0
13,0.0,0.0,0.0,116.0
14,0.0,0.0,0.0,153.0
15,0.5641025641025641,0.12716763005780346,0.20754716981132074,173.0
16,0.5555555555555556,0.018315018315018316,0.03546099290780142,273.0
17,0.23137254901960785,0.05103806228373702,0.08362863217576187,1156.0
18,0.7731434384537131,0.8524957936062816,0.8108829021072286,1783.0
19,0.0,0.0,0.0,25.0
20,0.3,0.06153846153846154,0.1021276595744681,195.0
21,0.5,0.013888888888888888,0.02702702702702703,72.0
22,0.0,0.0,0.0,134.0
23,0.4666666666666667,0.09915014164305949,0.1635514018691589,353.0
24,0.25,0.006134969325153374,0.011976047904191616,163.0
25,0.0,0.0,0.0,143.0
26,0.125,0.02631578947368421,0.043478260869565216,38.0
27,0.7368421052631579,0.0457516339869281,0.08615384615384615,306.0
28,0.0,0.0,0.0,175.0
29,0.997080291970803,0.995264116575592,0.9961713764813127,30195.0
30,1.0,0.007936507936507936,0.015748031496062992,126.0
31,0.0,0.0,0.0,88.0
32,0.3723353860729512,0.514061478090255,0.43186813186813183,1529.0
33,0.0,0.0,0.0,141.0
34,0.23809523809523808,0.07142857142857142,0.10989010989010987,70.0
35,0.17894736842105263,0.033932135728542916,0.05704697986577181,501.0
36,0.2318840579710145,0.06412825651302605,0.10047095761381476,499.0
37,0.2857142857142857,0.047619047619047616,0.08163265306122448,42.0
38,0.9772675608092748,0.9896978417266187,0.9834434245517714,17375.0
accuracy,0.8589419189715848,0.8589419189715848,0.8589419189715848,0.8589419189715848
macro avg,0.3111431197710029,0.1837731330709768,0.18755126874737144,68766.0
weighted avg,0.8400690392653608,0.8589419189715848,0.8394596563020503,68766.0
Total_training_time(s),473.87908503739163,,,
Input_size,34,,,
