,precision,recall,f1-score,support
0,0.25,0.20973782771535582,0.22810590631364563,267.0
1,0.75,0.024390243902439025,0.04724409448818898,123.0
2,0.24147727272727273,0.32196969696969696,0.275974025974026,264.0
3,0.8260869565217391,0.7169811320754716,0.7676767676767677,53.0
4,0.21942800788954636,0.6486880466472303,0.32792925571112747,1372.0
5,0.7032967032967034,0.4740740740740741,0.5663716814159293,270.0
6,0.0,0.0,0.0,119.0
7,0.0,0.0,0.0,118.0
8,0.0,0.0,0.0,133.0
9,0.15,0.009036144578313253,0.017045454545454544,332.0
10,0.23076923076923078,0.04838709677419355,0.07999999999999999,62.0
11,0.26406926406926406,0.2581620314389359,0.2610822378477529,1654.0
12,1.0,0.015151515151515152,0.02985074626865672,66.0
13,0.0,0.0,0.0,109.0
14,0.08333333333333333,0.015151515151515152,0.02564102564102564,132.0
15,0.1111111111111111,0.008130081300813009,0.015151515151515154,123.0
16,0.25,0.004830917874396135,0.00947867298578199,207.0
17,0.3181818181818182,0.03719447396386823,0.06660323501427212,941.0
18,0.66008316008316,0.883785664578984,0.7557274620648615,1437.0
19,0.0,0.0,0.0,18.0
20,0.0,0.0,0.0,162.0
21,0.16666666666666666,0.018867924528301886,0.03389830508474576,53.0
22,0.0,0.0,0.0,146.0
23,0.28205128205128205,0.07801418439716312,0.12222222222222222,282.0
24,0.0,0.0,0.0,146.0
25,0.1,0.006493506493506494,0.012195121951219513,154.0
26,0.0,0.0,0.0,39.0
27,0.225,0.030821917808219176,0.05421686746987952,292.0
28,0.3333333333333333,0.007692307692307693,0.015037593984962405,130.0
29,0.0,0.0,0.0,133.0
30,0.0,0.0,0.0,119.0
31,0.0,0.0,0.0,71.0
32,0.3753180661577608,0.5807086614173228,0.455950540958269,1524.0
33,0.14285714285714285,0.02459016393442623,0.04195804195804195,122.0
34,0.16981132075471697,0.140625,0.15384615384615385,64.0
35,0.25925925925925924,0.016867469879518072,0.03167420814479638,415.0
36,0.18181818181818182,0.1559633027522936,0.16790123456790124,436.0
37,0.22580645161290322,0.14583333333333334,0.17721518987341772,48.0
38,0.9843066134687463,0.9974271642449339,0.9908234549570382,40811.0
accuracy,0.84352276805107,0.84352276805107,0.84352276805107,0.84352276805107
macro avg,0.2436939788708506,0.15075834355584944,0.14694412861840137,52947.0
weighted avg,0.8278098673750336,0.84352276805107,0.8249852775844402,52947.0
Total_training_time(s),393.9633816779242,,,
Input_size,33,,,
