,precision,recall,f1-score,support
0,0.4883720930232558,0.14482758620689656,0.22340425531914893,290.0
1,0.325,0.104,0.15757575757575756,125.0
2,0.15550239234449761,0.23297491039426524,0.18651362984218076,279.0
3,0.8571428571428571,0.631578947368421,0.7272727272727273,57.0
4,0.21946964410327982,0.4489650249821556,0.2948207171314741,1401.0
5,0.76,0.2676056338028169,0.39583333333333337,284.0
6,0.375,0.02459016393442623,0.04615384615384615,122.0
7,0.0,0.0,0.0,132.0
8,0.0,0.0,0.0,125.0
9,0.5,0.009174311926605505,0.01801801801801802,327.0
10,0.0,0.0,0.0,70.0
11,0.21791215059897318,0.4488836662749706,0.293394777265745,1702.0
12,0.2857142857142857,0.02857142857142857,0.051948051948051945,70.0
13,0.0,0.0,0.0,113.0
14,0.058823529411764705,0.029197080291970802,0.03902439024390243,137.0
15,0.5,0.022556390977443608,0.04316546762589928,133.0
16,0.5,0.015151515151515152,0.029411764705882356,198.0
17,0.16304347826086957,0.015432098765432098,0.028195488721804506,972.0
18,0.6696149843912591,0.8695945945945946,0.7566137566137567,1480.0
19,0.0,0.0,0.0,26.0
20,0.4074074074074074,0.06832298136645963,0.11702127659574468,161.0
21,0.0,0.0,0.0,59.0
22,0.0,0.0,0.0,143.0
23,0.6333333333333333,0.06785714285714285,0.12258064516129032,280.0
24,0.0,0.0,0.0,155.0
25,0.3333333333333333,0.006622516556291391,0.012987012987012988,151.0
26,0.0,0.0,0.0,34.0
27,0.0,0.0,0.0,261.0
28,0.0,0.0,0.0,143.0
29,0.16666666666666666,0.008264462809917356,0.015748031496062992,121.0
30,0.0,0.0,0.0,115.0
31,0.125,0.013157894736842105,0.02380952380952381,76.0
32,0.39504016765630456,0.6473955352032055,0.4906724511930586,1747.0
33,0.0,0.0,0.0,124.0
34,0.11764705882352941,0.030303030303030304,0.04819277108433735,66.0
35,0.36363636363636365,0.047619047619047616,0.08421052631578947,420.0
36,0.22807017543859648,0.029885057471264367,0.052845528455284556,435.0
37,0.0,0.0,0.0,44.0
38,0.9899652560478215,0.9968491275342793,0.9933952662465623,46019.0
accuracy,0.8535931873645408,0.8535931873645408,0.8535931873645408,0.8535931873645408
macro avg,0.2521973122393435,0.13357384999231853,0.13468741064400502,58597.0
weighted avg,0.8456233365550418,0.8535931873645408,0.8374950303098166,58597.0
Total_training_time(s),428.2996352072805,,,
Input_size,30,,,
