Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,2022-07-27 08:27:53.055721,119729272,248,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.0713397472257244,484733.8947368422,909207.4568500952,6427426.0,0.0,1.19729272E8,484733.8947368422,909207.4568500952,6427426.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0713397472257244,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.1964818333333336E7,1.800035534823689E7,4.1451751E7,5959772.0,5765749.666666667,688621.0688414444,6427426.0,5053025.0,-1,-1,0,NeedManualLabel
192.168.10.1-192.168.10.103-0-0-1,192.168.10.1,0,192.168.10.103,0,1,2022-07-27 08:28:04.832382,118537882,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.48929505927902445,2079611.9649122811,3008147.1830346114,2.0086493E7,1.0,1.18537882E8,2079611.9649122811,3008147.1830346114,2.0086493E7,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48929505927902445,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.456144725E7,1.2802254451521141E7,2.7758024E7,12.0,1.0294084E7,6915265.323891147,2.0086493E7,5009430.0,3,3,0,NeedManualLabel
0.0.0.0-255.255.255.255-68-67-17,0.0.0.0,68,255.255.255.255,67,17,2022-07-27 08:28:20.915738,81607541,6,0,1794.0,0.0,306.0,296.0,299.0,3.7416573867739453,0,0,0,0,21.98326255168012,0.0735226172296994,1.63215082E7,1.2277829049771734E7,3.3734471E7,16454.0,8.1607541E7,1.63215082E7,1.2277829049771734E7,3.3734471E7,16454.0,0,0,0,0,0,0,0,0,0,0,0,48,0,0.0735226172296994,0.0,296.0,306.0,299.0,3.7416573867739453,14.000000000000028,0,0,0,0,0,0,0,0,0.0,299.0,299.0,0.0,0,0,0,0,0,0,1,299,0,0,0,0,5,8,16454.0,0.0,16454.0,16454.0,2.039777175E7,9498453.455177194,3.3734471E7,1.1226346E7,-1,-1,0,NeedManualLabel
192.168.10.1-192.168.10.103-67-68-17,192.168.10.1,67,192.168.10.103,68,17,2022-07-27 08:25:57.048482,645,2,0,600.0,0.0,300.0,300.0,300.0,0.0,0,0,0,0,930232.5581395349,3100.77519379845,645.0,0.0,645.0,645.0,645.0,645.0,0.0,645.0,645.0,0,0,0,0,0,0,0,0,0,0,0,16,0,3100.77519379845,0.0,300.0,300.0,300.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,300.0,300.0,0.0,0,0,0,0,0,0,1,300,0,0,0,0,1,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
192.168.10.103-224.0.0.22-0-0-0,192.168.10.103,0,224.0.0.22,0,0,2022-07-27 08:25:57.051323,7735469,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.6805703700706447,644622.4166666666,2054450.7156009304,7158910.0,48.0,7735469.0,644622.4166666666,2054450.7156009304,7158910.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6805703700706447,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,235487.0,0.0,235487.0,235487.0,7158910.0,0.0,7158910.0,7158910.0,-1,-1,0,NeedManualLabel
192.168.10.103-224.0.0.251-5353-5353-17,192.168.10.103,5353,224.0.0.251,5353,17,2022-07-27 08:25:57.058489,8297,4,0,232.0,0.0,77.0,39.0,58.0,21.939310229205777,0,0,0,0,27961.913944799322,482.10196456550557,2765.666666666667,3566.0491209927736,6816.0,98.0,8297.0,2765.666666666667,3566.0491209927736,6816.0,98.0,0,0,0,0,0,0,0,0,0,0,0,32,0,482.10196456550557,0.0,39.0,77.0,58.0,21.939310229205777,481.3333333333333,0,0,0,0,0,0,0,0,0.0,58.0,58.0,0.0,232,4,27961,0,0,0,1,58,0,0,0,0,3,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
192.168.10.1-192.168.10.100-0-0-1,192.168.10.1,0,192.168.10.100,0,1,2022-07-27 08:28:57.903328,94282207,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.15909682725182706,6734443.357142856,1.2106191386920374E7,3.7720839E7,1011602.0,9.4282207E7,6734443.357142856,1.2106191386920374E7,3.7720839E7,1011602.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15909682725182706,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8048151.5,1539.371462643114,8049240.0,8047063.0,3.5068629E7,3750791.3522615465,3.7720839E7,3.2416419E7,3,3,0,NeedManualLabel
192.168.10.102-192.168.10.100-49156-445-6,192.168.10.102,49156,192.168.10.100,445,6,2022-07-27 08:29:08.275630,15161974,15,10,1688.0,1086.0,609.0,0.0,112.53333333333335,154.77858225158133,336.0,0.0,108.60000000000002,98.85927146988064,182.95770722202795,1.648861817069466,631748.9166666667,2436658.725989465,1.1840593E7,10.0,1.5161974E7,1082998.142857143,3158825.9664063086,1.1840593E7,14.0,1.4959593E7,1662177.0,3991387.105661796,1.2058597E7,226.0,9,8,0,0,0,0,312,224,0.9893170902416796,0.6595447268277864,0.0,609.0,110.96000000000002,132.8283604255256,17643.373333333333,0,2,0,17,24,0,0,0,0.6666666666666666,110.96,112.53333333333333,108.6,0,0,0,0,0,0,0,67,0,43,8192,251,9,20,3118961.0,0.0,3118961.0,3118961.0,1.1840593E7,0.0,1.1840593E7,1.1840593E7,-1,-1,15161974,NeedManualLabel
192.168.10.1-192.168.10.102-0-0-1,192.168.10.1,0,192.168.10.102,0,1,2022-07-27 08:29:13.350065,100347486,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.4783378429630016,2135052.8936170214,3894755.4071528106,2.4190226E7,0.0,1.00347486E8,2135052.8936170214,3894755.4071528106,2.4190226E7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4783378429630016,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.6601162333333334E7,7536558.909975847,2.2270923E7,8048758.0,1.4168415E7,8679157.316818321,2.4190226E7,9141700.0,3,3,0,NeedManualLabel
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,2022-07-27 08:29:53.296882,119805659,258,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.1534875910995157,466169.8793774319,920683.3768416117,5586495.0,0.0,1.19805659E8,466169.8793774319,920683.3768416117,5586495.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1534875910995157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.69401182E7,1.633909726603905E7,4.0412393E7,2559996.0,5347948.6,197878.8002081072,5586495.0,5068606.0,-1,-1,0,NeedManualLabel
