,precision,recall,f1-score,support
0,0.24390243902439024,0.27522935779816515,0.25862068965517243,327.0
1,0.52,0.08843537414965986,0.15116279069767444,147.0
2,0.2831858407079646,0.0955223880597015,0.14285714285714285,335.0
3,0.88,0.6567164179104478,0.7521367521367521,67.0
4,0.7524267269814343,0.9060372219700409,0.8221181073984452,8812.0
5,0.5266666666666666,0.5080385852090032,0.5171849427168576,311.0
6,0.0,0.0,0.0,132.0
7,0.0,0.0,0.0,137.0
8,0.0,0.0,0.0,145.0
9,0.1,0.015345268542199489,0.026607538802660754,391.0
10,0.1111111111111111,0.025,0.04081632653061225,80.0
11,0.17382075471698114,0.37582865884752675,0.2377035961941622,1961.0
12,1.0,0.04,0.07692307692307693,25.0
13,0.0,0.0,0.0,117.0
14,0.5,0.019736842105263157,0.03797468354430379,152.0
15,0.46153846153846156,0.03773584905660377,0.06976744186046512,159.0
16,0.2,0.0034482758620689655,0.006779661016949152,290.0
17,0.2229299363057325,0.03025064822817632,0.05327245053272451,1157.0
18,0.656441717791411,0.901685393258427,0.7597633136094675,1780.0
19,0.0,0.0,0.0,25.0
20,0.0,0.0,0.0,181.0
21,0.0,0.0,0.0,80.0
22,0.0,0.0,0.0,138.0
23,0.4049586776859504,0.1388101983002833,0.20675105485232068,353.0
24,0.0,0.0,0.0,165.0
25,0.0,0.0,0.0,140.0
26,0.0,0.0,0.0,41.0
27,0.0625,0.006734006734006734,0.0121580547112462,297.0
28,0.0,0.0,0.0,177.0
29,0.9965568614467804,0.9950743801652893,0.9958150690596311,30250.0
30,1.0,0.006944444444444444,0.013793103448275862,144.0
31,0.0,0.0,0.0,72.0
32,0.3700440528634361,0.469601677148847,0.4139205420388051,1431.0
33,0.0,0.0,0.0,142.0
34,0.375,0.03614457831325301,0.06593406593406592,83.0
35,0.4,0.0163265306122449,0.03137254901960785,490.0
36,0.23076923076923078,0.017964071856287425,0.03333333333333333,501.0
37,0.5,0.019230769230769232,0.037037037037037035,52.0
38,0.946327841385088,0.9797051170858629,0.9627272727272728,17295.0
accuracy,0.8530955644338164,0.8530955644338164,0.8530955644338164,0.8530955644338164
macro avg,0.3055943671537087,0.17091143730483518,0.17247514350354004,68582.0
weighted avg,0.8292001489741642,0.8530955644338164,0.8312547017326883,68582.0
Total_training_time(s),890.6426109825261,,,
Input_size,27,,,
